,address
2604,"Humboldt County, California, United States"
2608,"Berta Road, Humboldt Hill, Humboldt County, California, United States"
2612,"Humboldt County, California, 95546, United States"
2619,"North Fisher Road, Newburg, Humboldt County, California, 95546, United States"
2625,"4686, Mill Street, Fortuna, Humboldt County, California, 95540, United States"
2628,"Humboldt County, California, United States"
2629,"Main Street, Scotia, Humboldt County, California, 95565, United States"
2630,"North Road, Humboldt County, California, 95565, United States"
2644,"Calipatria Municipal Airport, West Delta Street, Calipatria, Imperial County, California, 92233, United States"
2645,"East Date Street, Calipatria, Imperial County, California, 92233, United States"
2647,"322, Main Street, Niland, Imperial County, California, 92257, United States"
2648,"Imperial County, California, United States"
2650,"201, East 6th Street, Westmorland, Imperial County, California, 92281, United States"
2651,"201, East 6th Street, Westmorland, Imperial County, California, 92281, United States"
2652,"Boarts Road, Imperial County, California, 92281, United States"
2661,"872, Birch Street, Brawley, Imperial County, California, 92227, United States"
2662,"Vons 1767, 475, West Main Street, Brawley, Imperial County, California, 92227, United States"
2663,"729, South 2nd Street, Brawley, Imperial County, California, 92227, United States"
2664,"Malan Street, Brawley, Imperial County, California, 92227, United States"
2665,"Vons 1767, 475, West Main Street, Brawley, Imperial County, California, 92227, United States"
2666,"1043, West Legion Road, Brawley, Imperial County, California, 92227, United States"
2670,"Imperial County, California, United States"
2671,"Imperial County, California, United States"
2675,"995, Beale Avenue, Holtville, Imperial County, California, 92250, United States"
2679,"345, North Imperial Avenue, Imperial, Imperial County, California, 92251, United States"
2682,"North Imperial Avenue, Imperial, Imperial County, California, 92243-1903, United States"
2683,"662, Hamblett Road, Imperial County, California, 92251, United States"
2684,"Austin Road, Imperial County, California, United States"
2687,"1806, Drew Road, Seeley, Imperial County, California, 92273, United States"
2691,"North la Brucherie Road, El Centro, Imperial County, California, 92243-1903, United States"
2692,"Bernardi Street, Imperial, Imperial County, California, 92243-1903, United States"
2693,"North la Brucherie Road, El Centro, Imperial County, California, 92243-1903, United States"
2700,"1086, Clifford Road, Heber, Imperial County, California, 92249, United States"
2702,"313, San Diego Avenue, El Centro, Imperial County, California, 92243, United States"
2707,"Verizon Wireless, North Imperial Avenue, El Centro, Imperial County, California, 92243, United States"
2708,"765, Stacey Avenue, El Centro, Imperial County, California, 92243, United States"
2712,"653, Yucca Drive, El Centro, Imperial County, California, 92243, United States"
2715,"653, Yucca Drive, El Centro, Imperial County, California, 92243, United States"
2716,"653, Yucca Drive, El Centro, Imperial County, California, 92243, United States"
2717,"1562, South Imperial Avenue, Shopping Center, El Centro, Imperial County, California, 92243, United States"
2718,"653, Yucca Drive, El Centro, Imperial County, California, 92243, United States"
2720,"1444, South 22nd Street, El Centro, Imperial County, California, 92243, United States"
2721,"El Centro, Imperial County, California, 92243-1903, United States"
2723,"Little Caesars, South Imperial Avenue, El Centro, Imperial County, California, 92243, United States"
2724,"1562, South Imperial Avenue, Shopping Center, El Centro, Imperial County, California, 92243, United States"
2725,"1562, South Imperial Avenue, Shopping Center, El Centro, Imperial County, California, 92243, United States"
2726,"1562, South Imperial Avenue, Shopping Center, El Centro, Imperial County, California, 92243, United States"
2737,"646, West Palm Street, Calexico, Imperial County, California, 92231, United States"
2741,"Imperial County, California, United States"
2744,"Imperial County, California, United States"
2745,"Imperial County, California, United States"
2746,"Imperial County, California, United States"
2751,"Riviera Circle, Imperial County, California, 92275, United States"
2752,"Imperial County, California, United States"
2754,"Imperial County, California, United States"
2755,"CA 111, Bombay Beach, Imperial County, California, United States"
2756,"9539, E Street, Bombay Beach, Imperial County, California, 92257, United States"
2757,"Imperial County, California, United States"
2776,"Inyo County, California, United States"
2777,"Inyo County, California, United States"
2778,"Charles Brown Highway, Inyo County, California, 92384, United States"
2779,"48, East Norris Road, Oildale, Kern County, California, 93308, United States"
2780,"1548, McCray Street, Kern County, California, 93308, United States"
2781,"1548, McCray Street, Kern County, California, 93308, United States"
2782,"Bakersfield Speedway, Bakersfield-Glennville Road, Kern County, California, United States"
2783,"Citation Way, Kern County, California, 93308, United States"
2784,"Manor Street, Kern County, California, 93305, United States"
2785,"134, Brighton Way, Kern County, California, 93308, United States"
2786,"48, East Norris Road, Oildale, Kern County, California, 93308, United States"
2791,"Norris Road, Kern County, California, 93308, United States"
2792,"Bakersfield Jam, Rench Road, Kern County, California, 93308, United States"
2793,"Bakersfield Jam, Rench Road, Kern County, California, 93308, United States"
2795,"146, East Moneta Avenue, Kern County, California, 93308, United States"
2796,"455, Oildale Drive, Kern County, California, 93308, United States"
2797,"461, Teakwood Drive, Kern County, California, 93308, United States"
2799,"Kern County, California, 93308, United States"
2801,"6633, Mignonette Street, Kern County, California, 93308, United States"
2803,"5657, Sedwick Street, Kern County, California, 93308, United States"
2806,"7001, Downing Avenue, Bakersfield, Kern County, California, 93308, United States"
2807,"646, 45th Street, Bakersfield, Kern County, California, 93301, United States"
2811,"2842, Skyline Boulevard, Bakersfield, Kern County, California, 93305, United States"
2812,"2842, Skyline Boulevard, Bakersfield, Kern County, California, 93305, United States"
2813,"Garces High School, Loma Linda Drive, Bakersfield, Kern County, California, 93305, United States"
2814,"141, Bernard Street, Bakersfield, Kern County, California, 93305, United States"
2815,"141, Bernard Street, Bakersfield, Kern County, California, 93305, United States"
2816,"Bakersfield College, Alfred Harrell Highway, Bakersfield, Kern County, California, 93305, United States"
2817,"2055, Noble Avenue, Bakersfield, Kern County, California, 93305, United States"
2818,"2962, Dartmouth Street, Bakersfield, Kern County, California, 93305, United States"
2819,"2962, Dartmouth Street, Bakersfield, Kern County, California, 93305, United States"
2820,"2962, Dartmouth Street, Bakersfield, Kern County, California, 93305, United States"
2821,"Alfred Harrell Highway, Bakersfield, Kern County, California, 93305, United States"
2822,"2974, Noble Avenue, Bakersfield, Kern County, California, 93306, United States"
2823,"2977, Crest Drive, Bakersfield, Kern County, California, 93306, United States"
2824,"2949, Oswell Street, Bakersfield, Kern County, California, 93306, United States"
2825,"2974, Noble Avenue, Bakersfield, Kern County, California, 93306, United States"
2826,"2755, Bernard Street, Bakersfield, Kern County, California, 93306, United States"
2827,"1712, Camino Primavera, Kern County, California, 93306, United States"
2828,"1650, Oswell Street, Kern County, California, 93306, United States"
2829,"1712, Camino Primavera, Kern County, California, 93306, United States"
2830,"5702, Hillburn Road, Bakersfield, Kern County, California, 93306, United States"
2831,"1650, Oswell Street, Kern County, California, 93306, United States"
2832,"Park Drive, Bakersfield, Kern County, California, 93306, United States"
2833,"4032, Crescent Drive, Bakersfield, Kern County, California, 93306, United States"
2834,"2958, Brock Way, Bakersfield, Kern County, California, 93306, United States"
2835,"3986, Claremont Drive, Kern County, California, 93306, United States"
2836,"3986, Claremont Drive, Kern County, California, 93306, United States"
2838,"Panorama Drive, Bakersfield, Kern County, California, 93306, United States"
2840,"Kern County, California, United States"
2841,"8482, Fillmore Avenue, Kern County, California, 93306, United States"
2844,"718, Meadows Street, Kern County, California, 93306, United States"
2845,"726, Normandy Drive, Kern County, California, 93306, United States"
2847,"Sierra Junior High School, Oswell Street, Kern County, California, 93307, United States"
2848,"726, Normandy Drive, Kern County, California, 93306, United States"
2850,"2653, Trust Avenue, Kern County, California, 93306, United States"
2852,"1981, Bernard Street, East Bakersfield, Kern County, California, 93305, United States"
2853,"1568, Palm Drive, East Bakersfield, Kern County, California, 93305, United States"
2866,"2050, Kern Street, Bakersfield, Kern County, California, 93305, United States"
2869,"186, Alpine Street, Bakersfield, Kern County, California, 93305, United States"
2876,"1398, R Street, Bakersfield, Kern County, California, 93301, United States"
2885,"Bakersfield, Kern County, California, 93309, United States"
2888,"La Mirada Drive, Bakersfield, Kern County, California, 93309, United States"
2890,"6032, Poso Court, Kern City, Bakersfield, Kern County, California, 93309, United States"
2891,"7000, Saddleback Drive, Quailwood, Bakersfield, Kern County, California, 93309, United States"
2892,"Four Points by Sheraton Bakersfield, 5101, California Avenue, Bakersfield, Kern County, California, 93309, United States"
2893,"Campus Way, Bakersfield, Kern County, California, 93301, United States"
2894,"2450, Buena Vista Street, Bakersfield, Kern County, California, 93304, United States"
2895,"Golden State Freeway, Bakersfield, Kern County, California, 93309, United States"
2899,"Vessels of Honor Ministries, Eye Street, Bakersfield, Kern County, California, 93304, United States"
2909,"371, East 4th Street, Bakersfield, Kern County, California, 93307, United States"
2911,"Virginia Avenue, Bakersfield, Kern County, California, 93307, United States"
2915,"78, Sterling Road, Bakersfield, Kern County, California, 93307, United States"
2916,"316, Oswell Street, Bakersfield, Kern County, California, 93307, United States"
2917,"2653, Trust Avenue, Kern County, California, 93306, United States"
2918,"325, Louella Drive, Kern County, California, 93307, United States"
2919,"1305, Chamberlain Avenue, Kern County, California, 93305, United States"
2920,"Yampa Street, Kern County, California, 93307, United States"
2921,"South Oswell Street, Bakersfield, Kern County, California, 93307, United States"
2922,"Richardson Child Development Center, Feliz Drive, Bakersfield, Kern County, California, 93307, United States"
2923,"430, Jastro Avenue, Kern County, California, 93307, United States"
2926,"339, East Terrace Way, Bakersfield, Kern County, California, 93307, United States"
2928,"704, Maitland Drive, Bakersfield, Kern County, California, 93304, United States"
2929,"Kern County, California, 93304, United States"
2933,"1599, El Rancho Place, Bakersfield, Kern County, California, 93304, United States"
2934,"1520, Hughes Lane, Bakersfield, Kern County, California, 93304, United States"
2935,"2399, Terrace Way, Bakersfield, Kern County, California, 93304, United States"
2936,"Bakersfield, Kern County, California, 93309, United States"
2937,"Bakersfield, Kern County, California, 93309, United States"
2938,"541, Taylor Street, Bakersfield, Kern County, California, 93309, United States"
2940,"2728, Daken Street, Bakersfield, Kern County, California, 93309, United States"
2941,"Del Taco, Ming Avenue, Bakersfield, Kern County, California, 93309, United States"
2943,"Sundale Country Club, 6218, Sundale Avenue, Bakersfield, Kern County, California, 93309, United States"
2944,"2776, Cormier Drive, Bakersfield, Kern County, California, 93311, United States"
2946,"7014, School House Road, Bakersfield, Kern County, California, 93309, United States"
2947,"Vista Verde Way, Quailwood, Bakersfield, Kern County, California, 93309, United States"
2948,"7847, Kroll Way, Quailwood, Bakersfield, Kern County, California, 93309, United States"
2949,"7014, School House Road, Bakersfield, Kern County, California, 93309, United States"
2951,"8927, Westwold Drive, Bakersfield, Kern County, California, 93311, United States"
2952,"6998, Shelby Loop, Bakersfield, Kern County, California, 93309, United States"
2953,"Laurelglen Elementary School, Westwold Drive, Bakersfield, Kern County, California, 93309, United States"
2954,"5111, Hartford Avenue, Bakersfield, Kern County, California, 93309, United States"
2955,"6146, Eastbourne Way, Bakersfield, Kern County, California, 93309, United States"
2956,"5307, Curson Avenue, Bakersfield, Kern County, California, 93309, United States"
2957,"1599, El Rancho Place, Bakersfield, Kern County, California, 93304, United States"
2960,"1520, Hughes Lane, Bakersfield, Kern County, California, 93304, United States"
2961,"Kern County, California, 93304, United States"
2962,"2752, Fern Way, Bakersfield, Kern County, California, 93304, United States"
2963,"Watts Drive, Bakersfield, Kern County, California, 93304, United States"
2964,"2752, Fern Way, Bakersfield, Kern County, California, 93304, United States"
2965,"1688, Rosalia Drive, Bakersfield, Kern County, California, 93304, United States"
2968,"Leo Street, Kern County, California, 93307, United States"
2970,"6009, Ambergrove Street, Bakersfield, Kern County, California, 93313, United States"
2972,"4242, Alum Avenue, Bakersfield, Kern County, California, 93309, United States"
2973,"3333, Pacheco Road, Bakersfield, Kern County, California, 93304, United States"
2975,"1589, Garfield Avenue, Wible Orchard, Bakersfield, Kern County, California, 93304, United States"
2976,"4295, Renee Avenue, Bakersfield, Kern County, California, 93313, United States"
2977,"6048, Hughes Lane, Bakersfield, Kern County, California, 93304, United States"
2978,"1633, Ream Place, Bakersfield, Kern County, California, 93307, United States"
2979,"3894, Pontiac Street, Bakersfield, Kern County, California, 93304, United States"
2981,"6198, Strawbridge Court, Bakersfield, Kern County, California, 93307, United States"
2983,"Kern County, California, United States"
2984,"Houghton Road, Alameda, Kern County, California, United States"
2985,"Hosking Avenue, Bakersfield, Kern County, California, United States"
2994,"554, South Kern Street, Maricopa, Kern County, California, 93252, United States"
2995,"Kern County, California, United States"
2996,"Kern County, California, United States"
2997,"Kern County, California, United States"
2998,"Wallace Center, Kern County, California, 93268, United States"
2999,"Taft Highway, Taft, Kern County, California, 93268, United States"
3000,"Wallace Center, Kern County, California, 93268, United States"
3001,"447, Pilgrim Avenue, Taft Heights, Taft, Kern County, California, 93268, United States"
3002,"1199, Bell Avenue, South Taft, Taft, Kern County, California, 93268, United States"
3003,"South Taft, Taft, Kern County, California, 93268, United States"
3004,"Conley Elementary School, Rose Avenue, South Taft, Taft, Kern County, California, 93268, United States"
3005,"25 Hill Road, South Taft, Taft, Kern County, California, 93268, United States"
3008,"Gazebo, Meadow Creek Street, Bakersfield, Kern County, California, 93312, United States"
3009,"3315, Calloway Drive, Bakersfield, Kern County, California, 93312, United States"
3010,"10669, Meacham Road, Bakersfield, Kern County, California, 93312, United States"
3012,"Brimhall Road, Kern County, California, 93314, United States"
3013,"10479, La Crensenta Drive, Kern County, California, 93312, United States"
3014,"2223, Calloway Drive, Bakersfield, Kern County, California, 93312, United States"
3017,"Madera Avenue, Myricks Corner, Kern County, California, 93263, United States"
3018,"Shafter, Kern County, California, 93263, United States"
3019,"1270, East Lerdo Highway, Shafter, Kern County, California, 93263, United States"
3020,"East Lerdo Highway, Shafter, Kern County, California, 93263, United States"
3021,"662, Sycamore Avenue, Shafter, Kern County, California, 93263, United States"
3022,"178, West Lerdo Highway, Shafter, Kern County, California, 93263, United States"
3025,"Kern County, California, United States"
3026,"1274, 2nd Street, Wasco, Kern County, California, 93280, United States"
3032,"Palm Avenue Elementary School, Jubilee Drive, Wasco, Kern County, California, 93280, United States"
3034,"14433, Lost Hills Road, Lost Hills, Kern County, California, 93249, United States"
3037,"Garces Highway, Delano, Kern County, California, 93215, United States"
3039,"620, 11th Street, McFarland, Kern County, California, 93250, United States"
3040,"670, A Street, McFarland, Kern County, California, 93250, United States"
3041,"Cherrywood Street, McFarland, Kern County, California, United States"
3042,"1910, High Street, Delano, Kern County, California, 93215, United States"
3049,"15272, County Line Road, Tulare County, California, 93215, United States"
3053,"1803, Val Verde Lane, Delano, Kern County, California, 93215, United States"
3063,"Kern County, California, United States"
3072,"Kern County, California, United States"
3073,"226, Searles Street, Ridgecrest, Kern County, California, 93555, United States"
3074,"Chevron, North China Lake Boulevard, Ridgecrest, Kern County, California, 93555, United States"
3075,"Ridgecrest, Kern County, California, 93555-2508, United States"
3076,"962, Alene Avenue, Ridgecrest, Kern County, California, 93555, United States"
3077,"1447, Sydnor Avenue, Ridgecrest, Kern County, California, 93555, United States"
3078,"695, Sydnor Avenue, Ridgecrest, Kern County, California, 93555, United States"
3079,"Ridgecrest Regional Hospital, 1081, North China Lake Boulevard, Ridgecrest, Kern County, California, 93555, United States"
3080,"Verizon Wireless, North China Lake Boulevard, Ridgecrest, Kern County, California, 93555, United States"
3081,"401, Peg Street, Ridgecrest, Kern County, California, 93555, United States"
3082,"599, North Mono Street, Ridgecrest, Kern County, California, 93555, United States"
3083,"231, Garth Street, Kern County, California, 93555, United States"
3084,"800, South Allen Street, Ridgecrest, Kern County, California, 93555, United States"
3085,"1382, South China Lake Boulevard, Ridgecrest, Kern County, California, 93555, United States"
3086,"1567, Dolphin Avenue, Ridgecrest, Kern County, California, 93555, United States"
3087,"298, Sunset Place, Ridgecrest, Kern County, California, 93555, United States"
3088,"East Bowman Road, Ridgecrest, Kern County, California, 93555, United States"
3089,"236, Rancho Street, Ridgecrest, Kern County, California, 93555, United States"
3090,"Sunland Street, Ridgecrest, Kern County, California, 93555, United States"
3092,"4156, Las Flores Avenue, Kern County, California, 93555, United States"
3093,"College Heights Boulevard, Kern County, California, United States"
3094,"Chevron, West Inyokern Road, Inyokern, Kern County, California, United States"
3095,"US 395 West Frontage Road, Bradys, Kern County, California, United States"
3096,"Kern County, California, United States"
3097,"North Herbert Street, Kern County, California, United States"
3098,"Kern County, California, United States"
3099,"California City, Kern County, California, 93505, United States"
3100,"Gilbert Street, Kern County, California, United States"
3103,"Raymond Avenue, California City, Kern County, California, 93505, United States"
3104,"21249, 83rd Street, California City, Kern County, California, 93505, United States"
3105,"21299, Conklin Boulevard, California City, Kern County, California, 93505, United States"
3106,"Hacienda Boulevard, California City, Kern County, California, 93505, United States"
3107,"Orchard Avenue, California City, Kern County, California, 93505, United States"
3111,"Baker, Boron, Kern County, California, 93516-1645, United States"
3112,"Kern County, California, United States"
3113,"Twenty Mule Team Road, Boron, Kern County, California, 93516-1645, United States"
3115,"3390, Haven Street, Rosamond, Kern County, California, 93560, United States"
3116,"3319, Marble Street, Rosamond, Kern County, California, 93560, United States"
3119,"1520, Kinnicutt Street, Mojave, Kern County, California, 93501, United States"
3120,"3276, Pat Avenue, Mojave, Kern County, California, 93501, United States"
3121,"KTPI-AM, United Street, Mojave, Kern County, California, 93501, United States"
3122,"23554, Rolly Avenue, Golden Hills, Kern County, California, 93561, United States"
3129,"18500, Cherry Lane, Tehachapi, Kern County, California, 93561, United States"
3133,"8495, Fuller Drive, Fuller Acres, Kern County, California, 93307, United States"
3134,"Kern County, California, United States"
3138,"Russell Street, Edmundson Acres, Kern County, California, United States"
3139,"526, Langford Avenue, Arvin, Kern County, California, 93203, United States"
3140,"Potato Road, Arvin, Kern County, California, United States"
3141,"North Rancho Drive, Arvin, Kern County, California, 93630, United States"
3142,"9376, Carnation Avenue, Lamont, Kern County, California, 93241, United States"
3143,"Camino Oso, Lamont, Kern County, California, United States"
3145,"Maxey Drive, Weedpatch, Kern County, California, United States"
3147,"Burris Park Drive, Kings County, California, United States"
3152,"22962, 23rd Avenue, Kings County, California, 93245, United States"
3154,"West Glendale Avenue, Lemoore, Kings County, California, 93245, United States"
3155,"857, Elderwood Lane, Lemoore, Kings County, California, 93245, United States"
3157,"894, Banyan Drive, Lemoore, Kings County, California, 93245, United States"
3159,"850, East Bush Street, Lemoore, Kings County, California, 93245, United States"
3161,"626, C Street, Lemoore, Kings County, California, 93245, United States"
3162,"United States Navy Lieutenant Commander Otis Vincent Tolbert Memorial Highway, Lemoore, Kings County, California, 93245, United States"
3165,"17448, Idaho Avenue, Kings County, California, 93245, United States"
3166,"675, Contenta Court, Lemoore, Kings County, California, 93245, United States"
3167,"United States Navy Lieutenant Commander Otis Vincent Tolbert Memorial Highway, Lemoore, Kings County, California, 93245, United States"
3169,"14 1/2 Avenue, Armona, Kings County, California, 93202, United States"
3170,"13432, Larkspur Way, Armona, Kings County, California, 93230, United States"
3171,"15th Avenue, Kings County, California, 93202, United States"
3172,"Houston Avenue, Hanford, Kings County, California, 93202, United States"
3173,"1583, Chianti Way, Hanford, Kings County, California, 93230, United States"
3175,"Monroe Elementary School, Leoni Drive, Hanford, Kings County, California, 93230, United States"
3176,"Monroe Elementary School, Leoni Drive, Hanford, Kings County, California, 93230, United States"
3177,"1068, West Audubon Road, Hanford, Kings County, California, 93230, United States"
3178,"2730, Fairmont Drive, Hanford, Kings County, California, 93230, United States"
3179,"499, East Leland Way, Hanford, Kings County, California, 93230, United States"
3180,"2101, Ashwood Court, Hanford, Kings County, California, 93230, United States"
3182,"499, East Leland Way, Hanford, Kings County, California, 93230, United States"
3183,"Lee Richmond Elementary School, John F Kennedy Junior High School, Shelley Baird School, Whitney Drive, Hanford, Kings County, California, 93230, United States"
3185,"9964, Vista Avenue, Hamblin, Kings County, California, 93230, United States"
3186,"Hanford Municipal Airport, 3rd Street, Shell, Hanford, Kings County, California, 93230, United States"
3187,"1453, Rodgers Road, Hanford, Kings County, California, 93230, United States"
3189,"1411, Kaweah Street, Hanford, Kings County, California, 93230, United States"
3192,"First United Methodist Church of Hanford, Center Street, Hanford, Kings County, California, 93230, United States"
3195,"The Home Depot, West Lacey Boulevard, Hanford, Kings County, California, 93230, United States"
3196,"Adventist Medical Center Hanford, Bernstein Lane, Hanford, Kings County, California, 93230, United States"
3198,"86, George Alan Ingalls Memorial Highway, Fort Roosevelt, Hanford, Kings County, California, 93230, United States"
3199,"Hyundai, Glendale Avenue, Hanford, Kings County, California, 93230, United States"
3200,"Parkside Drive, Hanford, Kings County, California, 93230, United States"
3201,"Huntington Street, Hanford, Kings County, California, 93230, United States"
3204,"Houston Avenue, Hanford, Kings County, California, 93230, United States"
3206,"11770, 8 1/2 Avenue, Kings County, California, 93230, United States"
3210,"Orange Avenue, Corcoran, Kings County, California, 93212, United States"
3211,"1858, Josephine Avenue, Corcoran, Kings County, California, 93212, United States"
3213,"Corcoran Branch Kings County Library, Chittenden Avenue, Corcoran, Kings County, California, 93212, United States"
3214,"Corcoran Branch Kings County Library, Chittenden Avenue, Corcoran, Kings County, California, 93212, United States"
3215,"977, San Joaquin Avenue, Corcoran, Kings County, California, 93212, United States"
3216,"977, San Joaquin Avenue, Corcoran, Kings County, California, 93212, United States"
3217,"1020, Pueblo Avenue, Corcoran, Kings County, California, 93212, United States"
3218,"2388, Orange Avenue, Corcoran, Kings County, California, 93212, United States"
3220,"1802, Hanna Avenue, Corcoran, Kings County, California, 93212, United States"
3221,"1802, Hanna Avenue, Corcoran, Kings County, California, 93212, United States"
3222,"Manteca Avenue, Kings County, California, United States"
3224,"19401, Empire Street, Stratford, Kings County, California, 93266, United States"
3226,"Valero, Hubert Way, Kings County, California, 93239, United States"
3228,"Avenal, Kings County, California, United States"
3229,"Skyline Boulevard, Avenal, Kings County, California, United States"
3230,"Avenal Gliderport, West Laneva Boulevard, Avenal, Kings County, California, United States"
3231,"Salem Avenue, Avenal, Kings County, California, United States"
3233,"Kings County, California, United States"
3235,"Pitney Ridge Road, Lake County, California, United States"
3237,"Mendenhall Avenue, Upper Lake, Lake County, California, 95485, United States"
3238,"709, Clover Drive, Upper Lake, Lake County, California, 95485, United States"
3240,"Lake County, California, United States"
3250,"Clearlake Avenue, Lakeport, Lake County, California, 95453, United States"
3252,"Clearlake Avenue, Lakeport, Lake County, California, 95453, United States"
3276,"5998, Oak Avenue, Clearlake, Lake County, California, 95422, United States"
3277,"9th Avenue, Clearlake, Lake County, California, 95422, United States"
3280,"Burns Valley Road, Clearlake, Lake County, California, 95422, United States"
3285,"5801, Mohican Place, Clearlake, Lake County, California, 95422, United States"
3292,"Lake County, California, United States"
3302,"CA 175, Lake County, California, 95451, United States"
3303,"Lake County, California, United States"
3304,"Pine Grove, Cobb, Lake County, California, 95426, United States"
3309,"Lake County, California, United States"
3315,"100, Lake County, California, United States"
3316,"Lake County, California, 95461, United States"
3320,"Punkin Center Road, Lassen County, California, United States"
3321,"Lassen County, California, United States"
3322,"Lassen County, California, United States"
3323,"Lassen County, California, United States"
3326,"Lassen County, California, United States"
3327,"Lassen County, California, United States"
3328,"Lassen County, California, United States"
3329,"Lassen County, California, United States"
3330,"First Baptist Church, North Gay Street, Susanville, Lassen County, California, 96130, United States"
3331,"1407, 4th Street, Susanville, Lassen County, California, 96130, United States"
3334,"Tweddell Road, Lassen County, California, United States"
3335,"Linco Lane, Lassen County, California, 96127, United States"
3338,"High Desert State Prison, 475-750, Rice Canyon Road, Leavitt, Susanville, Lassen County, California, 96127, United States"
3339,"Upper Christie Street, Lassen County, California, 96114, United States"
3340,"Sunnyside Road, Lassen County, California, 96114, United States"
3342,"Lassen County, California, United States"
4450,"Mission Road, Lincoln Heights, Los Angeles, Los Angeles County, California, 90033, United States"
4505,"East Olympic Boulevard, Boyle Heights, Los Angeles, Los Angeles County, California, 90023, United States"
4820,"USC, West 34th Street, University Park, Los Angeles, Los Angeles County, California, 90089-0871, United States"
4972,"5750, 3rd Avenue, Hyde Park, Los Angeles, Los Angeles County, California, 90043, United States"
5016,"1847, West 65th Place, Chesterfield Square, Los Angeles, Los Angeles County, California, 90047, United States"
5019,"1847, West 65th Place, Chesterfield Square, Los Angeles, Los Angeles County, California, 90047, United States"
5024,"932, West 65th Street, Vermont-Slauson, Los Angeles, Los Angeles County, California, 90044, United States"
5040,"1390, West 77th Street, Vermont Knolls, Los Angeles, Los Angeles County, California, 90044, United States"
5066,"West Manchester Boulevard, Vermont Knolls, Los Angeles, Los Angeles County, California, 90047, United States"
5158,"I 110 North, South Los Angeles, Broadway-Manchester, Los Angeles, Los Angeles County, California, 90061, United States"
5331,"National Boulevard, Palms, Los Angeles, Los Angeles County, California, 90034, United States"
5825,"598, South Gaylord Drive, Burbank, Los Angeles County, California, 91505, United States"
5866,"299, Elderberry Street, La Verne, Los Angeles County, California, 91750, United States"
5949,"1539, Elwood Avenue, Pomona, Los Angeles County, California, 91768, United States"
5956,"2569, Barjud Avenue, Spadra, Pomona, Los Angeles County, California, 91768, United States"
6160,"120, South Bandy Avenue, West Covina, Los Angeles County, California, 91790, United States"
6636,"Goodwill, Edmondson Alley, Old Pasadena, Pasadena, Los Angeles County, California, 91105, United States"
7414,"1428, East 115th Street, Nickerson Gardens, Watts, Los Angeles, Los Angeles County, California, 90059, United States"
7431,"884, East 146th Street, West Rancho Dominguez, Los Angeles County, California, 90220, United States"
7444,"1855, East 124th Street, Willowbrook, Los Angeles County, California, 90222, United States"
7448,"2243, East Piru Street, Willowbrook, Los Angeles County, California, 90222, United States"
7449,"2243, East Piru Street, Willowbrook, Los Angeles County, California, 90222, United States"
7487,"754, South Sloan Avenue, Compton, Los Angeles County, California, 90221, United States"
7516,"Central Avenue, Compton, Los Angeles County, California, 90220, United States"
7526,"1599, South Haskins Avenue, Compton, Los Angeles County, California, 90220, United States"
7544,"18795, Ambler Avenue, Carson, Los Angeles County, California, 90746, United States"
7562,"352, E 237th Street, Avalon Village, Carson, Los Angeles County, California, 90745, United States"
8132,"1200, Pacific Coast Highway, Long Beach, Los Angeles County, California, 90810, United States"
8135,"Gerald Desmond Bridge, Long Beach, Los Angeles County, California, 90744-6717, United States"
8246,"South Western Avenue, West Athens, Los Angeles County, California, 90047-4899, United States"
8250,"South Western Avenue, West Athens, Los Angeles County, California, 90047-4899, United States"
8255,"3332, West 115th Street, Inglewood, Los Angeles County, California, 90303, United States"
8394,"808, West 124th Street, South Los Angeles, Harbor Gateway, Los Angeles, Los Angeles County, California, 90044, United States"
8944,"16211, Mossdale Avenue, Lake Los Angeles, Los Angeles County, California, 93535, United States"
8950,"1091, Herzel Avenue, Lancaster, Los Angeles County, California, 93535, United States"
8951,"44419, Watford Avenue, Lancaster, Los Angeles County, California, 93535, United States"
8952,"585, East Avenue J 11, Lancaster, Los Angeles County, California, 93535, United States"
8954,"43832, Division Street, Lancaster, Los Angeles County, California, 93535, United States"
8957,"1699, Lobo Court, Lancaster, Los Angeles County, California, 93535, United States"
8964,"44498, Division Street, Lancaster, Los Angeles County, California, 93535, United States"
8967,"44419, Date Avenue, Lancaster, Los Angeles County, California, 93534, United States"
8968,"567, Heyer Street, Lancaster, Los Angeles County, California, 93534, United States"
8969,"567, Heyer Street, Lancaster, Los Angeles County, California, 93534, United States"
8972,"Antelope Valley Freeway, Lancaster, Los Angeles County, California, 93534, United States"
8975,"46030, Sierra Highway, Lancaster, Los Angeles County, California, 93534, United States"
8976,"45551, Saigon Avenue, Lancaster, Los Angeles County, California, 93534, United States"
8977,"45573, West Avenue H 9, Lancaster, Los Angeles County, California, 93534, United States"
8983,"44957, 11th Street West, Lancaster, Los Angeles County, California, 93534, United States"
8984,"44866, Lorimer Avenue, Lancaster, Los Angeles County, California, 93534, United States"
8992,"43883, 21st Street West, Lancaster, Los Angeles County, California, 93536, United States"
9020,"38929, Sage Tree Street, Palmdale, Los Angeles County, California, 93551, United States"
9034,"3382, East Palmdale Boulevard, Palmdale, Los Angeles County, California, 93550, United States"
9035,"3736, East Palmdale Boulevard, Palmdale, Los Angeles County, California, 93550, United States"
9040,"37757, Rockie Lane, Palmdale, Los Angeles County, California, 93552, United States"
9096,"Azusa Canyon OHV, San Gabriel Canyon Road, Los Angeles County, California, United States"
